,,neutral,happiness,surprise,sadness,anger,disgust,fear,contempt,unknown,NF
fer0033217.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0033218.png,"(0, 0, 48, 48)",2,0,3,5,0,0,0,0,0,0
fer0033219.png,"(0, 0, 48, 48)",7,0,0,3,0,0,0,0,0,0
fer0033220.png,"(0, 0, 48, 48)",7,0,0,3,0,0,0,0,0,0
fer0033221.png,"(0, 0, 48, 48)",1,1,8,0,0,0,0,0,0,0
fer0033222.png,"(0, 0, 48, 48)",1,1,8,0,0,0,0,0,0,0
fer0033223.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0033224.png,"(0, 0, 48, 48)",1,1,8,0,0,0,0,0,0,0
fer0033225.png,"(0, 0, 48, 48)",1,1,8,0,0,0,0,0,0,0
fer0033226.png,"(0, 0, 48, 48)",4,6,0,0,0,0,0,0,0,0
fer0033227.png,"(0, 0, 48, 48)",4,5,1,0,0,0,0,0,0,0
fer0033228.png,"(0, 0, 48, 48)",2,6,2,0,0,0,0,0,0,0
fer0033229.png,"(0, 0, 48, 48)",4,6,0,0,0,0,0,0,0,0
fer0033230.png,"(0, 0, 48, 48)",3,0,0,7,0,0,0,0,0,0
fer0033231.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0033232.png,"(0, 0, 48, 48)",1,6,0,0,0,0,0,3,0,0
fer0033233.png,"(0, 0, 48, 48)",0,2,8,0,0,0,0,0,0,0
fer0033234.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0033235.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0033236.png,"(0, 0, 48, 48)",1,1,4,0,1,2,0,1,0,0
fer0033237.png,"(0, 0, 48, 48)",5,5,0,0,0,0,0,0,0,0
fer0033238.png,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0033239.png,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0033240.png,"(0, 0, 48, 48)",6,4,0,0,0,0,0,0,0,0
fer0033241.png,"(0, 0, 48, 48)",3,0,0,2,2,0,0,3,0,0
fer0033242.png,"(0, 0, 48, 48)",4,0,3,3,0,0,0,0,0,0
fer0033243.png,"(0, 0, 48, 48)",2,0,0,0,0,2,4,2,0,0
fer0033244.png,"(0, 0, 48, 48)",5,0,2,0,1,0,0,2,0,0
fer0033245.png,"(0, 0, 48, 48)",4,0,4,0,0,0,0,2,0,0
fer0033246.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0033247.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0033248.png,"(0, 0, 48, 48)",4,6,0,0,0,0,0,0,0,0
fer0033249.png,"(0, 0, 48, 48)",0,8,0,0,2,0,0,0,0,0
fer0033250.png,"(0, 0, 48, 48)",3,7,0,0,0,0,0,0,0,0
fer0033251.png,"(0, 0, 48, 48)",3,7,0,0,0,0,0,0,0,0
fer0033252.png,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0033253.png,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0033254.png,"(0, 0, 48, 48)",2,0,0,6,2,0,0,0,0,0
fer0033255.png,"(0, 0, 48, 48)",0,4,0,0,0,0,0,2,4,0
fer0033256.png,"(0, 0, 48, 48)",2,0,0,0,6,0,0,2,0,0
fer0033257.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
